Doug,Make_x,Model_x,Version,Kilometers,Engine,Fuel Type,Transmission,Year_x,City,Price,Currency,Link,Year_y,Make_y,Model_y,Styling,Acceleration,Handling,Fun Factor,Cool Factor,WEEKEND TOTAL,Features,Comfort,Quality,Practicality,Value,DAILY TOTAL,DOUGSCORE,Video Link,Filming City,Filming State,Vehicle Country
Land Rover Range Rover 2006,Land Rover,Range Rover,4.0 Se,263000 km,4.0,Nafta,Manual,1998,Capital Federal,16000,USD,https://auto.mercadolibre.com.ar/MLA-1537701100-land-rover-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover Sport,5.0 V8 S/c,160000 km,5.0,Nafta,Automática,2012,Capital Federal,31000,USD,https://auto.mercadolibre.com.ar/MLA-1543923448-range-rover-sport-v8-50hse-impecable-por-donde-la-mire-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover Velar S P300,S P300,18000 km,300,Nafta,Automática,2018,Capital Federal,114900,USD,https://auto.mercadolibre.com.ar/MLA-1485828464-land-rover-velar-s-p300-bmw-autopremier-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover Sport,3.0 V6 Hse C/cámara Sunrrond,200000 km,3.0,Diésel,Automática,2011,Río Cuarto,34000,USD,https://auto.mercadolibre.com.ar/MLA-1393460841-land-rover-range-rover-sport-30-tdv6-hse-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover,VELAR P300 S,18000 km,300 CV,Nafta,Automática,2018,Capital Federal,114900,USD,https://auto.mercadolibre.com.ar/MLA-1504548620-land-rover-range-rover-velar-p300-s-300-cv-2018-18000-kms-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover,4.6 Hse,142950 km,300 CV,Nafta,Automática,1998,San Isidro,24700,USD,https://auto.mercadolibre.com.ar/MLA-1540082172-land-rover-range-rover-46-hse-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover,Range Rover Evoque,88000 km,300HP,Nafta,Automática,2013,San Isidro,31000,USD,https://auto.mercadolibre.com.ar/MLA-1393492467-land-rover-range-rover-range-rover-evoque-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover Sport,5.0 V8 S/c Hse,70000 km,5.0,Nafta,Automática,2016,Capital Federal,89900,USD,https://auto.mercadolibre.com.ar/MLA-1543891222-land-rover-range-rover-sport-50-v8-sc-hse-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover Sport,3.0 V6 Hse,71000 km,3.0,Diésel,Automática,2017,Pilar,105000,USD,https://auto.mercadolibre.com.ar/MLA-1388740629-land-rover-range-rover-sport-2017-30-v6-hse-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover Sport,2.7 Hse V6,132000 km,2.7,Diésel,Automática,2008,Godoy Cruz,27000,USD,https://auto.mercadolibre.com.ar/MLA-1475931294-land-rover-range-rover-sport-diesel-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover,2.5,255000 km,2.5,Diésel,Manual,1997,Bariloche,18000,USD,https://auto.mercadolibre.com.ar/MLA-1393499627-land-rover-range-rover-classic-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover Vogue,Puré Plus 240cv.,142000 km,240cv,Nafta,Automática,2012,Pilar,22900,USD,https://auto.mercadolibre.com.ar/MLA-1531716462-land-rover-range-rover-evoque-pure-plus-240cv-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover,4.0 Se,200000 km,4.0,Nafta,Manual,1998,Malvinas Argentinas,14900,USD,https://auto.mercadolibre.com.ar/MLA-1392699967-land-rover-range-rover-40-se-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover,Evoque 2.0 Tpure Plus,108000 km,2.0,Nafta,Automática secuencial,2013,Godoy Cruz,33000,USD,https://auto.mercadolibre.com.ar/MLA-1487468798-range-rover-evoque-20-t-pure-plus-gencosa-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover,Evoque,67299 km,2.0,Nafta,Automática,2017,Capital Federal,56500,USD,https://auto.mercadolibre.com.ar/MLA-1510953908-land-rover-range-rover-evoque-si4-20-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover Sport,supercharged 4.2 V8 396cv,65000 km,4.2 V8,Nafta,Automática,2007,Tigre,29000,USD,https://auto.mercadolibre.com.ar/MLA-1390064121-range-rover-sport-supercharged-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover Sport,3.0 V6 Hse,201392 km,4.2 V8,Diésel,Automática,2012,San Isidro,35000,USD,https://auto.mercadolibre.com.ar/MLA-1384336467-land-rover-range-rover-30-tdv6-sport-2012-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover Sport,5.0 V8 Hse,91000 km,5.0,Nafta,Automática,2013,Capital Federal,50900,USD,https://auto.mercadolibre.com.ar/MLA-1544250872-land-rover-range-rover-sport-hse-v8-2013-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover Sport,3.0 V6 S/c Hse,64800 km,5.0,Nafta,Automática,2017,Pilar,93000,USD,https://auto.mercadolibre.com.ar/MLA-1468944078-rover-land-rov-range-rover-30-v6-sport-ii-sc-hse-2017-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover Sport,3.6 Hse V8,135000 km,3.6,Diésel,Automática,2009,Rosario,27000,USD,https://auto.mercadolibre.com.ar/MLA-1544903634-land-rover-range-rover-sport-2009-36-hse-v8-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover,velar ps300,13000 km,3.6,Nafta,Automática,2021,Capital Federal,215000,USD,https://auto.mercadolibre.com.ar/MLA-1384291855-land-rover-range-rover-velar-ps300-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover,Prestige,87000 km,3.6,Nafta,Automática,2013,Mar del Plata,35000,USD,https://auto.mercadolibre.com.ar/MLA-1524505490-land-rover-range-rover-prestige-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover,Evoque 2.0 SE 240cv,48000 km,3.6,Nafta,Automática,2017,San Isidro,45500,USD,https://auto.mercadolibre.com.ar/MLA-1387695473-land-rover-range-rover-evoque-20-se-240cv-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover,3.6 V8 Sport Hse,175000 km,3.6,Diésel,Automática,2007,San Isidro,28500,USD,https://auto.mercadolibre.com.ar/MLA-1393009989-land-rover-range-rover-36-v8-sport-hse-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Land Rover Range Rover 2006,Land Rover,Range Rover,4.0 Se,240000 km,4.0,Nafta,Manual,1995,Esteban Echeverría,25000,USD,https://auto.mercadolibre.com.ar/MLA-1391174799-land-rover-range-rover-1995-40-se-_JM,2006,Land Rover,Range Rover,6,1,4,3,3,17,4,7,4,9,6,30,47,17:48,Philadelphia,Pennsylvania,UK
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,10000 km,2.0,Nafta,Automática,2022,San Isidro,30500,USD,https://auto.mercadolibre.com.ar/MLA-1393095147-ford-maverick-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,4200 km,2.0,Nafta,Automática,2022,Rafaela,27000,USD,https://auto.mercadolibre.com.ar/MLA-1393385151-ford-maverick-xlt-2023-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,80000 km,2.0,Nafta,Automática,2022,Vicente López,34000,USD,https://auto.mercadolibre.com.ar/MLA-1390272159-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,29000 km,2.0,Nafta,Automática,2022,General Rodríguez,26000,USD,https://auto.mercadolibre.com.ar/MLA-1391674129-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,26800 km,2.0,Nafta,Automática,2022,Tigre,28500,USD,https://auto.mercadolibre.com.ar/MLA-1531038546-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,40000 km,2.0,Nafta,Automática,2022,Tigre,24000,USD,https://auto.mercadolibre.com.ar/MLA-1527270194-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,Xlt,0 km,2.0,Nafta,Automática,2022,Merlo,25892000,USD,https://auto.mercadolibre.com.ar/MLA-1448016758-ford-maverick-hibrida-at-25l-ecobost-0km-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,Xlt,0 km,2.0,Nafta,Automática,2022,Ituzaingó,25891000,USD,https://auto.mercadolibre.com.ar/MLA-1376825651-ford-maverick-hibrida-at-25l-ecobost-0km-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,Xlt,0 km,2.0,Nafta,Automática,2022,Moreno,25890000,USD,https://auto.mercadolibre.com.ar/MLA-1376806939-ford-maverick-hibrida-at-25l-ecobost-0km-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,1678 km,2.0,Nafta,Automática,2022,Biedma,26000000,USD,https://auto.mercadolibre.com.ar/MLA-1529142722-ford-maverick-20t-2wd-xlt-at8-2022-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,Xlt,0 km,2.0,Nafta,Automática,2022,Balcarce,18913000,USD,https://auto.mercadolibre.com.ar/MLA-1140687740-ford-nueva-maverick-xlt-20-4x2-nafta-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,4000 km,2.0,Nafta,Automática,2022,San Isidro,31500,USD,https://auto.mercadolibre.com.ar/MLA-1393075143-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Xlt,5200 km,2,Nafta,Automática,2022,Malvinas Argentinas,27920000,USD,https://auto.mercadolibre.com.ar/MLA-1511727240-ford-maverick-20-xlt-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Xlt,6047 km,2,Nafta,Automática,2022,Malvinas Argentinas,27890000,USD,https://auto.mercadolibre.com.ar/MLA-1511778370-ford-maverick-20-xlt-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,16000 km,2.0,Nafta,Automática,2022,Capital Federal,28900,USD,https://auto.mercadolibre.com.ar/MLA-1542280200-ford-maverick-xlt-2022-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,30000 km,2.0,Nafta,Automática,2022,Capital Federal,32340000,USD,https://auto.mercadolibre.com.ar/MLA-1391138917-ford-maverick-xlt-20l-4x2-at-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,1300 km,2.0,Nafta,Automática,2022,San Juan Capital,26500,USD,https://auto.mercadolibre.com.ar/MLA-1510677738-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,2300 km,2.0,Nafta,Automática,2022,Capital Federal,29700,USD,https://auto.mercadolibre.com.ar/MLA-1391740773-ford-maverick-2022-2300-km-igual-a-okm-unico-dueno-permuto-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,35000 km,2.0,Nafta,Automática,2022,Córdoba,29900,USD,https://auto.mercadolibre.com.ar/MLA-1382326725-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,12000 km,2.0,Nafta,Automática,2022,Córdoba,34000,USD,https://auto.mercadolibre.com.ar/MLA-1494707342-ford-maverik-xlt-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,Xlt,12000 km,2.0,Nafta,Automática,2022,Guaymallén,61982,USD,https://vehiculo.mercadolibre.com.ar/MLA-1118340233-ford-maverick-xlt-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,19000 km,2.0,Nafta,Automática,2022,Esteban Echeverría,30000,USD,https://auto.mercadolibre.com.ar/MLA-1522268832-ford-maverick-xlt-no-lariat-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,4000 km,2.0,Nafta,Automática,2022,Ezeiza,35000,USD,https://auto.mercadolibre.com.ar/MLA-1469763102-ford-maverick-20-xlt-4x2-at-2022-car-cash-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,13000 km,2.0,Nafta,Automática,2022,Córdoba,33000,USD,https://auto.mercadolibre.com.ar/MLA-1388749227-ford-maverick-2022-xlt-at-20t-apenas-13000-km--_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,6400 km,2.0,Nafta,Automática,2022,Corrientes,23900000,USD,https://auto.mercadolibre.com.ar/MLA-1393224345-ford-maverick-xlt-2022-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,0 km,2.0,Nafta,Automática,2022,Córdoba,32500,USD,https://auto.mercadolibre.com.ar/MLA-1389973677-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,18000 km,2.0,Nafta,Automática,2022,Lomas de Zamora,29000,USD,https://auto.mercadolibre.com.ar/MLA-1383365433-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,6600 km,2.0,Nafta,Automática,2022,Córdoba,32000,USD,https://auto.mercadolibre.com.ar/MLA-1382301535-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,15000 km,2.0,Nafta,Automática,2022,Córdoba,25900,USD,https://auto.mercadolibre.com.ar/MLA-1543763156-ford-maverick-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,10000 km,2.0,Nafta,Automática,2022,La Matanza,29900,USD,https://auto.mercadolibre.com.ar/MLA-1546559166-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,15000 km,2.0,Nafta,Automática,2022,Mendoza,28000,USD,https://auto.mercadolibre.com.ar/MLA-1392677605-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,17850 km,2.0,Nafta,Automática,2022,Cariló,27500,USD,https://auto.mercadolibre.com.ar/MLA-1391175245-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,24000 km,2.0,Nafta,Automática,2022,Córdoba,30000,USD,https://auto.mercadolibre.com.ar/MLA-1525596424-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,19000 km,2.0,Nafta,Automática,2022,Los Cardales,28000,USD,https://auto.mercadolibre.com.ar/MLA-1536242904-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,24000 km,2.0,Nafta,Automática,2022,Capital Federal,29000,USD,https://auto.mercadolibre.com.ar/MLA-1543158722-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,20000 km,2.0,Nafta,Automática,2022,General Roca,28500,USD,https://auto.mercadolibre.com.ar/MLA-1391434155-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,12000 km,2.0,Nafta,Automática,2022,Cipolletti,31000,USD,https://auto.mercadolibre.com.ar/MLA-1393494193-ford-maverick-2022-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,16000 km,2.0,Nafta,Automática,2022,Godoy Cruz,26000,USD,https://auto.mercadolibre.com.ar/MLA-1393441097-ford-maverick-2022-20-ecoboost-cd-xlt-at8-2wd-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,1111111 km,2.0,Nafta,Automática,2022,San Francisco,22500000,USD,https://auto.mercadolibre.com.ar/MLA-1525589260-ford-maverick-xlt-4x2-0km-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,1000 km,2.0,Nafta,Automática,2023,Capital Federal,30900,USD,https://auto.mercadolibre.com.ar/MLA-1388721719-ford-maverick-0km-2023-xlt-at-4x2-abasto-motors-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,1700 km,2.0,Nafta,Automática,2023,Pilar,33500,USD,https://auto.mercadolibre.com.ar/MLA-1391373685-ford-maverick-20-ecoboost-cd-xlt-at8-2wd-2023-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
Ford Maverick XLT 2022,Ford,Maverick,2.0 Ecoboost Cd Xlt At8 2wd,0 km,2.0,Nafta,Automática,2023,Hurlingham,30000,USD,https://auto.mercadolibre.com.ar/MLA-1381433531-ford-maverick-xlt-0km-_JM,2022,Ford,Maverick XLT,6,3,3,2,3,17,5,5,6,6,7,29,46,1900-01-01 04:37:00,El Cajon,California,USA
BMW i3 2015,BMW,S 1000 RR,2.5 Cs Dx Pack 120cv 4x4 - I3,5000 km,4 tiempos,Nafta,Manual,2015,Capital Federal,35900,USD,https://moto.mercadolibre.com.ar/MLA-1389839529-bmw-s1000rr-s-1000-rr-permuto-qr-motors-_JM,2015,BMW,i3,6,2,4,4,5,21,5,6,6,6,2,25,46,22:42,Atlanta,Georgia,Germany
BMW i3 2015,BMW,GS 1200 mod 2015,2.5 Cs Dx Pack 120cv 4x4 - I3,57000 km,4 tiempos,Nafta,Manual,2015,Cipolletti,30000,USD,https://moto.mercadolibre.com.ar/MLA-1530344036-bmw-gs-1200-mod-2015-_JM,2015,BMW,i3,6,2,4,4,5,21,5,6,6,6,2,25,46,22:42,Atlanta,Georgia,Germany
BMW i3 2015,BMW,Gs 1200,2.5 Cs Dx Pack 120cv 4x4 - I3,45000 km,4 tiempos,Nafta,Manual,2015,San Isidro,33500,USD,https://moto.mercadolibre.com.ar/MLA-1543881844-bmw-gs-1200-_JM,2015,BMW,i3,6,2,4,4,5,21,5,6,6,6,2,25,46,22:42,Atlanta,Georgia,Germany
BMW i3 2015,BMW,G 650 GS,2.5 Cs Dx Pack 120cv 4x4 - I3,12700 km,4 tiempos,Nafta,Manual,2015,San Martin de los Andes,12300,USD,https://moto.mercadolibre.com.ar/MLA-1391873267-bmw-g650gs-_JM,2015,BMW,i3,6,2,4,4,5,21,5,6,6,6,2,25,46,22:42,Atlanta,Georgia,Germany
